id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q5256775,President of Kazakhstan,Q232,Q232,,,1990-04-24,,,,President of Kazakhstan
Q7925052,Vice President of Kazakhstan,Q232,,,,1991-12-16,1996-02-22,,,Vice President of Kazakhstan
Q2416315,Prime Minister of Kazakhstan,Q232,Q232,,Q4377229,1991-10-14,,,,Prime Minister of Kazakhstan
Q97358527,Deputy Prime Minister of Kazakhstan,Q232,Q232,,,1991-06-25,,,,Deputy Prime Minister of Kazakhstan
Q96377974,First Deputy Prime Minister of Kazakhstan,Q232,Q232,,,1991-06-25,,,,First Deputy Prime Minister of Kazakhstan
Q108391646,Minister of Agriculture,Q232,Q232,,,,,,,
Q107752585,Minister of Culture and Sports,Q232,Q232,,,,,,,
Q107752328,Minister of Defense,Q232,Q232,,,,,,,
Q107752568,"Minister of Digital Development, Innovation and Aerospace Industry",Q232,Q232,,,,,,,
Q107752348,"Minister of Ecology, Geology and Natural Resources",Q232,Q232,,,,,,,
Q107752572,Minister of Education and Science,Q232,Q232,,,,,,,
Q107752284,Minister of Emergency Situations,Q232,Q232,,,,,,,
Q107752334,Minister of Energy,Q232,Q232,,,,,,,
Q107752295,Minister of Finance,Q232,Q232,,,,,,,
Q107752338,Minister of Foreign Affairs of Kazakhstan,Q232,Q232,,,,,,,
Q107752583,Minister of Healthcare of Kazakhstan,Q232,Q232,,,,,,,
Q107752563,Minister of Industry and Infrastructure Development,Q232,Q232,,,,,,,
Q110556800,Minister of Information and Communications,Q232,Q232,,,2016-05-06,2019-02-25,,Q107752588,
Q107752588,Minister of Information and Social Development,Q232,Q232,,,,,,,
Q107752298,Minister of Internal Affairs,Q232,Q232,,,,,,,
Q107752344,Minister of Justice,Q232,Q232,,,,,,,
Q107752312,Minister of Labor and Social Protection of the Population,Q232,Q232,,,,,,,
Q107752575,Minister of National Economy,Q232,Q232,,,,,,,
Q107752565,Minister of Trade and Integration,Q232,Q232,,,,,,,
Q106325598,Minister of Transport and Communications of Kazakhstan,Q232,,,,,,,,
Q96406445,State Secretary of Kazakhstan,,,,,,,,,State Secretary of Kazakhstan
Q109497247,Head of the Presidential Administration of Kazakhstan,,,Q110811917,,,,,,
Q107752391,Head of the Office of the Prime Minister,Q232,Q232,,,,,,,
Q108363284,Secretary of the Security Council of Kazakhstan,Q232,Q232,,,,,,,
Q109497278,Chairman of the National Security Committee of the Republic of Kazakhstan,,,,,,,,,
Q109497304,Prosecutor General of Kazakhstan,,,,,,,,,
Q109497334,Governor of the National Bank of Kazakhstan,Q232,,,,,,,,
Q104865340,Chair of the Senate of Kazakhstan,Q232,,,,,,,,Chair of the Senate of Kazakhstan
Q106325842,äkim of Nur-Sultan,Q232,Q1520,,Q33125855,1997,,,,Äkim of Nur-Sultan
