item,itemLabel,startDate,endDate,sourceDate,psid
Q4177075,Мажит Тулеубекович Есенбаев,1999-10,2002-01-29,2022-06-24,Q4177075-3F32BE50-ED8C-4CFF-A4B6-910B71E668F2
Q4341461,Александр Сергеевич Павлов,2002-08,2003-06,2022-06-24,Q4341461-63DDFD22-9461-42C3-9AE1-7D12A2AD797A
Q4167136,Ерболат Аскарбекович Досаев,2003-06,2004-04-05,2022-06-24,Q4167136-BDAEC823-6355-403C-88ED-E8D4098EC394
Q4170676,Арман Галиаскарович Дунаев,2004-04-05,2006-01-19,2022-06-24,Q4170676-764A6AA0-CE1A-49E3-B572-31517DA816C2
Q4233034,Наталья Артемовна Коржова,2006-01-18,2007-11-14,2022-06-24,Q4233034-5F5EF8ED-9FAF-45FB-A3D9-35941484B5A4
Q527123,Болат Бидахметович Жамишев,2007-11-13,2013-11-06,2022-06-24,Q527123-C6D5E994-C5EC-4AE0-8119-161C25076336
Q4445713,Бахыт Турлыханович Султанов,2013-11-06,2018-09-11,,Q4445713-50C98A0F-5C76-4098-BB9F-E87F11B64015
Q56825894,Алихан Асханович Смаилов,2018-09-18,2020-05-18,2022-06-24,Q56825894-1481B02D-7E53-4A8B-B4E3-2D00C9890036
Q97185700,Ерулан Кенжебекович Жамаубаев,2020-05-18,,2022-06-25,Q97185700-AF7FF2E6-603F-4A20-83AE-FF82A1818614
